srcfile1,startline1,endline1,srcfile2,startline2,endline2,tp,fp,isclone,min_lines,max_lines,type1sim,type3sim,diff_lines,avg_lines,type1simtok,type3simtok,type2sim,type2simtok
default/57585.java,667,682,default/95647.java,633,648,1,0,t,16,16,0.875,0.875,0,16,0.917647058823529,0.917647058823529,0.5,
default/19811.java,200,214,default/96072.java,200,214,1,0,t,15,15,1,1,0,15,1,1,1,
selected/2557356.java,196,212,selected/960925.java,62,78,1,0,t,17,17,0.842105263157895,0.894736842105263,0,17,0.933734939759036,0.933734939759036,0.894736842105263,
selected/2362724.java,57,66,selected/840311.java,56,65,1,0,t,10,10,1,1,0,10,1,1,1,
default/11754.java,494,501,default/11754.java,591,598,1,0,t,8,8,1,1,0,8,1,1,1,
default/103574.java,159,173,default/45206.java,159,173,1,0,t,15,15,1,1,0,15,1,1,1,
selected/2358105.java,56,67,selected/845126.java,243,254,1,0,t,12,12,0.833333333333333,0.916666666666667,0,12,0.852272727272727,0.852272727272727,0.333333333333333,
default/119807.java,407,422,default/93943.java,803,816,1,0,t,14,16,0.4375,0.5,2,15,0.703225806451613,0.703225806451613,0.3125,
selected/1875466.java,102,116,selected/2579975.java,138,152,1,0,t,15,15,0.588235294117647,0.764705882352941,0,15,0.939597315436242,0.939597315436242,0.235294117647059,
selected/1242402.java,90,95,selected/1330759.java,128,133,1,0,t,6,6,0.571428571428571,0.857142857142857,0,6,0.932203389830508,0.932203389830508,0.857142857142857,
selected/1390517.java,122,131,selected/2323361.java,210,219,1,0,t,10,10,1,1,0,10,1,1,1,
selected/571022.java,207,226,selected/571022.java,226,245,1,0,t,20,20,0.7,0.9,0,20,0.938461538461538,0.938461538461538,0.9,
default/128156.java,406,441,default/48666.java,413,448,1,0,t,36,36,1,1,0,36,1,1,1,
selected/2022893.java,33,62,selected/372617.java,460,501,1,0,t,30,42,1,1,12,36,1,1,1,
selected/114964.java,1359,1384,selected/2520129.java,398,427,1,0,t,26,30,0.423076923076923,0.807692307692308,4,28,0.938110749185668,0.938110749185668,0.615384615384615,
default/132680.java,792,805,default/53846.java,807,819,1,0,t,13,14,0.714285714285714,0.785714285714286,1,13.5,0.843137254901961,0.843137254901961,0.5,
selected/2481579.java,893,919,selected/304936.java,871,897,1,0,t,27,27,1,1,0,27,1,1,1,
selected/2003793.java,205,217,selected/355138.java,313,325,1,0,t,13,13,1,1,0,13,1,1,1,
selected/952493.java,420,450,selected/965733.java,322,352,1,0,t,31,31,1,1,0,31,1,1,1,
selected/1098324.java,815,841,selected/2554952.java,874,900,1,0,t,27,27,0.925925925925926,1,0,27,0.989637305699482,0.989637305699482,1,
selected/242089.java,156,168,selected/2721373.java,180,194,1,0,t,13,15,0.538461538461538,0.846153846153846,2,14,0.909722222222222,0.909722222222222,0.461538461538462,
default/24621.java,546,568,default/90537.java,548,570,1,0,t,23,23,1,1,0,23,1,1,1,
default/106506.java,573,587,default/53763.java,589,603,1,0,t,15,15,1,1,0,15,1,1,1,
default/114239.java,187,203,default/119807.java,116,130,1,0,t,15,17,0.411764705882353,0.470588235294118,2,16,0.802197802197802,0.802197802197802,0.235294117647059,
selected/172418.java,524,546,selected/608664.java,513,535,1,0,t,23,23,1,1,0,23,1,1,1,
default/114331.java,604,617,default/3389.java,606,619,1,0,t,14,14,1,1,0,14,1,1,1,
default/67537.java,197,213,default/96072.java,184,198,1,0,t,15,17,0.764705882352941,0.823529411764706,2,16,0.845814977973568,0.845814977973568,0.764705882352941,
selected/1616011.java,308,318,selected/1712367.java,286,296,1,0,t,11,11,0.916666666666667,0.916666666666667,0,11,0.984615384615385,0.984615384615385,0.916666666666667,
default/15343.java,667,685,default/90009.java,648,665,1,0,t,18,19,0.857142857142857,0.904761904761905,1,18.5,0.87248322147651,0.87248322147651,0.714285714285714,
default/39035.java,356,366,default/80832.java,656,667,1,0,t,11,12,0.636363636363636,0.727272727272727,1,11.5,0.961904761904762,0.961904761904762,0.272727272727273,
selected/1461211.java,1144,1157,selected/831170.java,1049,1062,1,0,t,14,14,0.8,0.8,0,14,0.903703703703704,0.903703703703704,0.2,
selected/1510991.java,63,79,selected/1520527.java,69,89,1,0,t,17,21,0.941176470588235,0.941176470588235,4,19,0.968,0.968,0.705882352941176,
selected/2376971.java,40,74,selected/349286.java,41,75,1,0,t,35,35,1,1,0,35,1,1,1,
selected/1539560.java,262,274,selected/1539560.java,279,291,1,0,t,13,13,0.625,0.9375,0,13,0.821138211382114,0.821138211382114,0.9375,
default/124923.java,1549,1565,default/28532.java,1496,1509,1,0,t,14,17,0.529411764705882,0.588235294117647,3,15.5,0.802816901408451,0.802816901408451,0.294117647058823,
selected/952493.java,350,371,selected/965733.java,376,397,1,0,t,22,22,1,1,0,22,1,1,1,
selected/102850.java,69,89,selected/1134793.java,66,82,1,0,t,17,21,0.761904761904762,0.761904761904762,4,19,0.817567567567568,0.817567567567568,0.571428571428571,
selected/2300213.java,304,328,selected/2300213.java,307,331,1,0,t,25,25,0.88,0.88,0,25,0.889380530973451,0.889380530973451,0.6,
selected/130157.java,51,57,selected/716143.java,48,55,0,1,f,7,8,0.428571428571429,0.857142857142857,1,7.5,0.705882352941176,0.705882352941176,0.571428571428571,
default/122249.java,167,184,default/62853.java,115,130,1,0,t,16,18,0.444444444444444,0.5,2,17,0.804347826086957,0.804347826086957,0.277777777777778,
default/3766.java,31,46,default/61724.java,31,46,1,0,t,16,16,1,1,0,16,1,1,1,
selected/2004523.java,198,241,selected/555290.java,191,234,1,0,t,44,44,0.977777777777778,1,0,44,0.994791666666667,0.994791666666667,1,
default/107779.java,404,426,default/65413.java,631,648,1,0,t,18,23,0.68,0.68,5,20.5,0.716577540106952,0.716577540106952,0.32,
selected/854386.java,20,33,selected/854386.java,39,52,1,0,t,14,14,0.785714285714286,0.785714285714286,0,14,0.96039603960396,0.96039603960396,0.214285714285714,
default/127473.java,19,135,default/77900.java,24,125,1,0,t,102,117,0.833333333333333,0.833333333333333,15,109.5,0.894194756554307,0.894194756554307,0.15,
selected/1983957.java,268,278,selected/945826.java,363,373,1,0,t,11,11,0.545454545454545,1,0,11,0.842105263157895,0.842105263157895,1,
default/107779.java,510,523,default/98990.java,531,544,1,0,t,14,14,0.866666666666667,0.866666666666667,0,14,0.975,0.975,0.533333333333333,
selected/1736558.java,85,92,selected/2262149.java,84,91,1,0,t,8,8,0.875,0.875,0,8,0.848101265822785,0.848101265822785,0.75,
selected/1843522.java,11,24,selected/680688.java,18,31,1,0,t,14,14,0.933333333333333,0.933333333333333,0,14,1,1,0.733333333333333,
default/106506.java,346,377,default/108541.java,349,379,1,0,t,31,32,0.96875,0.96875,1,31.5,0.987437185929648,0.987437185929648,0.4375,
selected/169032.java,187,205,selected/2377910.java,12,26,1,0,t,15,19,0.631578947368421,0.684210526315789,4,17,0.817391304347826,0.817391304347826,0.684210526315789,
selected/1572906.java,285,295,selected/369538.java,49,59,1,0,t,11,11,0.583333333333333,0.916666666666667,0,11,0.886075949367089,0.886075949367089,0.916666666666667,
default/108541.java,142,195,default/109003.java,135,189,1,0,t,54,55,0.814814814814815,0.87037037037037,1,54.5,0.919075144508671,0.919075144508671,0.481481481481482,
default/122249.java,955,967,default/125218.java,910,922,1,0,t,13,13,0.615384615384615,0.692307692307692,0,13,0.958677685950413,0.958677685950413,0.692307692307692,
selected/1844857.java,145,180,selected/2327021.java,85,129,1,0,t,36,45,0.944444444444444,0.972222222222222,9,40.5,0.926966292134832,0.926966292134832,0.555555555555556,
selected/743040.java,231,246,selected/743040.java,478,493,1,0,t,16,16,0.875,1,0,16,0.94047619047619,0.94047619047619,1,
selected/1104991.java,80,100,selected/1104991.java,497,517,1,0,t,21,21,0.6,0.85,0,21,0.939759036144578,0.939759036144578,0.85,
default/48696.java,14,76,default/83870.java,14,76,1,0,t,63,63,1,1,0,63,1,1,1,
selected/1602940.java,168,172,selected/2008325.java,84,88,1,0,t,5,5,0.666666666666667,0.833333333333333,0,5,0.967741935483871,0.967741935483871,0.833333333333333,
selected/2335702.java,1079,1091,selected/2335702.java,1098,1110,1,0,t,13,13,1,1,0,13,1,1,1,
selected/1724153.java,322,339,selected/1904203.java,261,278,1,0,t,18,18,0.888888888888889,1,0,18,0.97887323943662,0.97887323943662,1,
default/19297.java,155,163,default/31045.java,371,379,1,0,t,9,9,1,1,0,9,1,1,1,
default/11754.java,1549,1565,default/67669.java,1401,1417,1,0,t,17,17,0.588235294117647,0.647058823529412,0,17,0.894366197183099,0.894366197183099,0.352941176470588,
selected/126772.java,307,340,selected/1283018.java,145,178,1,0,t,34,34,0.794117647058824,0.941176470588235,0,34,0.971698113207547,0.971698113207547,0.941176470588235,
selected/1410324.java,587,601,selected/1410324.java,761,775,1,0,t,15,15,0.875,1,0,15,0.986013986013986,0.986013986013986,1,
default/123277.java,218,228,selected/2245785.java,46,56,1,0,t,11,11,0.363636363636364,0.727272727272727,0,11,0.75,0.75,0.545454545454545,
selected/2547303.java,79,96,selected/2571551.java,182,203,1,0,t,18,22,0.333333333333333,0.833333333333333,4,20,0.731707317073171,0.731707317073171,0.444444444444444,
default/90537.java,650,667,default/93531.java,629,646,1,0,t,18,18,0.9,1,0,18,0.985401459854015,0.985401459854015,1,
default/26963.java,43,52,default/48890.java,43,52,1,0,t,10,10,1,1,0,10,1,1,1,
selected/1776322.java,102,133,selected/2537122.java,202,233,1,0,t,32,32,1,1,0,32,1,1,1,
selected/161724.java,125,136,selected/161724.java,141,152,1,0,t,12,12,0.833333333333333,0.833333333333333,0,12,0.961038961038961,0.961038961038961,0.0833333333333334,
selected/1161059.java,385,393,selected/1398140.java,244,252,1,0,t,9,9,0.222222222222222,0.333333333333333,0,9,0.852941176470588,0.852941176470588,0.333333333333333,
selected/211182.java,581,589,selected/2727594.java,573,584,1,0,t,9,12,0.818181818181818,0.909090909090909,3,10.5,0.973333333333333,0.973333333333333,0.636363636363636,
selected/1040368.java,629,720,selected/647195.java,804,903,1,0,t,92,100,0.978260869565217,1,8,96,0.996978851963746,0.996978851963746,0.728260869565217,
selected/2605626.java,734,749,selected/278991.java,703,718,1,0,t,16,16,1,1,0,16,1,1,1,
selected/151188.java,594,610,selected/2087638.java,422,436,1,0,t,15,17,0.352941176470588,0.764705882352941,2,16,0.755813953488372,0.755813953488372,0.411764705882353,
selected/2069719.java,270,280,selected/2501958.java,391,401,1,0,t,11,11,0.833333333333333,0.833333333333333,0,11,0.941176470588235,0.941176470588235,0.833333333333333,
selected/1791021.java,156,167,selected/2194907.java,243,256,1,0,t,12,14,0.5,0.666666666666667,2,13,0.723684210526316,0.723684210526316,0.25,
default/65413.java,650,667,default/72323.java,522,544,1,0,t,18,23,0.85,0.85,5,20.5,0.978102189781022,0.978102189781022,0.4,
selected/2471299.java,343,357,selected/608664.java,343,357,1,0,t,15,15,1,1,0,15,1,1,1,
default/20528.java,43,52,default/59849.java,43,52,1,0,t,10,10,1,1,0,10,1,1,1,
selected/2365821.java,983,1039,selected/753625.java,899,955,1,0,t,57,57,1,1,0,57,1,1,1,
selected/1012659.java,387,415,selected/610763.java,363,383,0,1,f,21,29,0.172413793103448,0.275862068965517,8,25,0.233480176211454,0.233480176211454,0.172413793103448,
selected/1764601.java,24,30,selected/2518261.java,24,30,1,0,t,7,7,0.875,1,0,7,0.984126984126984,0.984126984126984,1,
selected/2534034.java,102,112,selected/2710089.java,252,262,0,1,f,11,11,0.272727272727273,0.272727272727273,0,11,0.402777777777778,0.402777777777778,0.272727272727273,
selected/1512092.java,120,136,selected/2331784.java,312,328,1,0,t,17,17,0.526315789473684,0.736842105263158,0,17,0.851648351648352,0.851648351648352,0.315789473684211,
selected/1321892.java,322,335,selected/2274744.java,242,255,1,0,t,14,14,0.625,0.625,0,14,0.877049180327869,0.877049180327869,0.375,
selected/1418559.java,348,363,selected/1418559.java,365,380,1,0,t,16,16,0.941176470588235,0.941176470588235,0,16,0.984126984126984,0.984126984126984,0.941176470588235,
selected/1160700.java,10,298,selected/2702034.java,10,10,0,1,f,1,289,0.0357142857142857,0.0357142857142857,288,145,0.931646693297825,0.931646693297825,0.0357142857142857,
selected/1119790.java,248,267,selected/1473353.java,45,89,0,1,f,20,45,0.333333333333333,0.866666666666667,25,32.5,0.73015873015873,0.73015873015873,0.333333333333333,
default/14709.java,517,541,default/45549.java,546,570,1,0,t,25,25,0.846153846153846,1,0,25,0.975961538461538,0.975961538461538,1,
selected/1578910.java,635,645,selected/849403.java,154,163,1,0,t,10,11,0.769230769230769,0.769230769230769,1,10.5,0.818181818181818,0.818181818181818,0.230769230769231,
selected/1160700.java,10,10,selected/761911.java,10,1468,0,1,f,1,1459,1,1,1458,730,1,1,1,
selected/1268836.java,25,35,selected/2704782.java,20,30,1,0,t,11,11,0.818181818181818,0.818181818181818,0,11,0.927083333333333,0.927083333333333,0.0909090909090909,
selected/1674462.java,66,71,selected/374966.java,41,46,0,1,f,6,6,0.333333333333333,1,0,6,0.769230769230769,0.769230769230769,0.5,
selected/1490133.java,831,847,selected/2512321.java,247,261,1,0,t,15,17,0.352941176470588,0.647058823529412,2,16,0.627906976744186,0.627906976744186,0.235294117647059,
selected/2216552.java,103,110,selected/2216552.java,223,230,1,0,t,8,8,0.875,0.875,0,8,0.896103896103896,0.896103896103896,0.125,
selected/2372569.java,574,593,selected/2501958.java,718,737,1,0,t,20,20,0.952380952380952,0.952380952380952,0,20,0.991228070175439,0.991228070175439,0.952380952380952,
selected/1109590.java,792,802,selected/1460580.java,364,376,0,1,f,11,13,0.363636363636364,0.363636363636364,2,12,0.462686567164179,0.462686567164179,0.363636363636364,
selected/1160700.java,10,10,selected/667848.java,10,105,0,1,f,1,96,1,1,95,48.5,1,1,1,
selected/1160700.java,10,996,selected/2702034.java,10,10,0,1,f,1,987,0.0357142857142857,0.0357142857142857,986,494,0.931646693297825,0.931646693297825,0.0357142857142857,
selected/1208869.java,435,441,selected/223148.java,510,516,1,0,t,7,7,0.285714285714286,0.571428571428571,0,7,0.628205128205128,0.628205128205128,0.571428571428571,
selected/1221765.java,18,26,selected/2134206.java,17,26,1,0,t,9,10,0.777777777777778,0.777777777777778,1,9.5,0.968421052631579,0.968421052631579,0.777777777777778,
default/24621.java,414,433,default/42612.java,414,433,1,0,t,20,20,1,1,0,20,1,1,1,
selected/2524206.java,34,39,selected/2738931.java,34,39,1,0,t,6,6,0.833333333333333,0.833333333333333,0,6,0.979166666666667,0.979166666666667,0.833333333333333,
selected/2190449.java,125,136,selected/2597672.java,128,139,1,0,t,12,12,0.916666666666667,0.916666666666667,0,12,0.942622950819672,0.942622950819672,0.25,
default/5621.java,509,520,default/72323.java,509,520,1,0,t,12,12,1,1,0,12,1,1,1,
default/32955.java,43,52,default/46050.java,43,52,1,0,t,10,10,1,1,0,10,1,1,1,
selected/1160700.java,10,621,selected/2702034.java,10,10,0,1,f,1,612,0.0357142857142857,0.0357142857142857,611,306.5,0.931646693297825,0.931646693297825,0.0357142857142857,
selected/1317592.java,231,243,selected/2596861.java,233,246,1,0,t,13,14,0.923076923076923,0.923076923076923,1,13.5,0.98,0.98,0.769230769230769,
selected/2483148.java,279,292,selected/323806.java,226,239,1,0,t,14,14,1,1,0,14,1,1,1,
default/128221.java,277,310,default/18032.java,258,291,1,0,t,34,34,0.941176470588235,0.970588235294118,0,34,0.992424242424242,0.992424242424242,0.911764705882353,
selected/526888.java,562,570,selected/952968.java,510,518,1,0,t,9,9,0.5,0.6,0,9,0.597222222222222,0.597222222222222,0.6,
selected/2259756.java,804,820,selected/426281.java,661,677,1,0,t,17,17,0.166666666666667,0.333333333333333,0,17,0.547297297297297,0.547297297297297,0.166666666666667,
selected/2528995.java,30,39,selected/314888.java,44,53,1,0,t,10,10,1,1,0,10,1,1,1,
selected/2038811.java,744,760,selected/375037.java,733,749,1,0,t,17,17,0.823529411764706,0.882352941176471,0,17,0.902912621359223,0.902912621359223,0.705882352941176,
selected/1013541.java,298,305,selected/39098.java,324,331,1,0,t,8,8,0.75,0.875,0,8,0.769230769230769,0.769230769230769,0.75,
selected/2230700.java,39,47,selected/633393.java,39,47,1,0,t,9,9,0.888888888888889,0.888888888888889,0,9,0.903225806451613,0.903225806451613,0.333333333333333,
default/79086.java,705,713,default/98990.java,705,713,1,0,t,9,9,1,1,0,9,1,1,1,
selected/119809.java,1237,1263,selected/2638026.java,1195,1221,1,0,t,27,27,1,1,0,27,1,1,1,
default/123451.java,410,446,default/42859.java,409,443,1,0,t,35,37,0.897435897435897,0.897435897435897,2,36,0.907473309608541,0.907473309608541,0.897435897435897,
selected/1296800.java,79,87,selected/1296800.java,108,116,1,0,t,9,9,0.888888888888889,0.888888888888889,0,9,0.924242424242424,0.924242424242424,0.888888888888889,
selected/2710725.java,206,243,selected/452480.java,208,245,1,0,t,38,38,0.785714285714286,1,0,38,0.961672473867596,0.961672473867596,1,
selected/952493.java,305,321,selected/965733.java,486,502,1,0,t,17,17,1,1,0,17,1,1,1,
selected/2734727.java,99,150,selected/888117.java,393,437,1,0,t,45,52,0.519230769230769,0.538461538461538,7,48.5,0.8,0.8,0.403846153846154,
default/136458.java,135,306,default/36204.java,135,306,0,1,f,172,172,1,1,0,172,1,1,1,
selected/2423634.java,982,998,selected/645454.java,983,999,1,0,t,17,17,1,1,0,17,1,1,1,
selected/1160700.java,10,10,selected/667848.java,10,47,0,1,f,1,38,1,1,37,19.5,1,1,1,
selected/2270574.java,72,80,selected/2597672.java,72,80,1,0,t,9,9,0.888888888888889,1,0,9,0.989690721649485,0.989690721649485,1,
selected/1527985.java,484,494,selected/748535.java,373,383,1,0,t,11,11,1,1,0,11,1,1,1,
selected/1266485.java,46,55,selected/2038564.java,227,242,0,1,f,10,16,0.3,0.5,6,13,0.507936507936508,0.507936507936508,0.3,
selected/756938.java,49,60,selected/844937.java,58,70,1,0,t,12,13,0.416666666666667,0.75,1,12.5,0.784810126582278,0.784810126582278,0.5,
default/12819.java,48,719,default/98981.java,48,719,1,0,t,672,672,1,1,0,672,1,1,1,
selected/2244597.java,30,113,selected/2358105.java,30,113,1,0,t,84,84,0.847222222222222,1,0,84,0.972972972972973,0.972972972972973,1,
selected/1193583.java,70,94,selected/1908173.java,76,100,1,0,t,25,25,0.821428571428571,0.892857142857143,0,25,0.979423868312757,0.979423868312757,0.892857142857143,
default/24546.java,48,719,default/28782.java,48,719,1,0,t,672,672,1,1,0,672,1,1,1,
selected/2702034.java,10,10,selected/667848.java,10,45,0,1,f,1,36,1,1,35,18.5,1,1,1,
default/124608.java,446,460,selected/1831837.java,365,379,0,1,f,15,15,0.4,0.733333333333333,0,15,0.660714285714286,0.660714285714286,0.6,
selected/2702034.java,10,10,selected/667848.java,10,1468,0,1,f,1,1459,1,1,1458,730,1,1,1,
default/118790.java,23,64,default/73183.java,23,64,1,0,t,42,42,1,1,0,42,1,1,1,
default/73352.java,476,485,default/76756.java,474,483,1,0,t,10,10,1,1,0,10,1,1,1,
default/114479.java,18,275,default/54008.java,18,275,1,0,t,258,258,1,1,0,258,1,1,1,
selected/2008325.java,148,164,selected/2210714.java,102,118,1,0,t,17,17,0.526315789473684,0.736842105263158,0,17,0.933734939759036,0.933734939759036,0.315789473684211,
default/21860.java,522,540,default/23401.java,506,524,1,0,t,19,19,1,1,0,19,1,1,1,
default/102154.java,24,69,default/35885.java,24,69,1,0,t,46,46,1,1,0,46,1,1,1,
default/84241.java,24,69,default/86181.java,24,69,1,0,t,46,46,1,1,0,46,1,1,1,
default/53106.java,4,205,default/70515.java,4,205,1,0,t,202,202,1,1,0,202,1,1,1,
default/46816.java,52,589,default/71559.java,52,589,1,0,t,538,538,1,1,0,538,1,1,1,
default/106694.java,7,168,default/117432.java,7,168,1,0,t,162,162,1,1,0,162,1,1,1,
selected/2702034.java,10,10,selected/667848.java,10,558,0,1,f,1,549,1,1,548,275,1,1,1,
selected/1160700.java,10,10,selected/667848.java,10,233,0,1,f,1,224,1,1,223,112.5,1,1,1,
default/40221.java,50,61,selected/1262288.java,445,454,0,1,f,10,12,0.25,0.333333333333333,2,11,0.409638554216867,0.409638554216867,0.25,
selected/778715.java,81,91,selected/831804.java,98,108,1,0,t,11,11,0.727272727272727,1,0,11,0.885714285714286,0.885714285714286,1,
default/127534.java,12,63,default/59819.java,12,63,1,0,t,52,52,1,1,0,52,1,1,1,
selected/2552304.java,1382,1399,selected/356074.java,1340,1355,1,0,t,16,18,0.714285714285714,0.714285714285714,2,17,0.765957446808511,0.765957446808511,0.238095238095238,
selected/1876215.java,156,825,selected/209298.java,208,876,0,1,f,669,670,1,1,1,669.5,1,1,1,
selected/1160700.java,10,44,selected/2702034.java,10,10,0,2,f,1,35,0.0357142857142857,0.0357142857142857,34,18,0.931646693297825,0.931646693297825,0.0357142857142857,
default/42106.java,414,433,default/98684.java,414,433,1,0,t,20,20,1,1,0,20,1,1,1,
selected/1098089.java,34,42,selected/289346.java,30,38,0,1,f,9,9,0.3,0.4,0,9,0.511363636363636,0.511363636363636,0.2,
selected/2702034.java,10,10,selected/667848.java,10,47,0,1,f,1,38,1,1,37,19.5,1,1,1,
selected/593263.java,160,160,selected/597475.java,160,167,0,1,f,1,8,1,1,7,4.5,1,1,1,
selected/1126422.java,189,207,selected/611486.java,290,308,1,0,t,19,19,1,1,0,19,1,1,1,
default/49247.java,394,404,default/57168.java,493,507,0,1,f,11,15,0.583333333333333,0.583333333333333,4,13,0.874213836477987,0.874213836477987,0.166666666666667,
selected/1160700.java,10,1643,selected/2702034.java,10,10,0,1,f,1,1634,0.0357142857142857,0.0357142857142857,1633,817.5,0.931646693297825,0.931646693297825,0.0357142857142857,
selected/1403576.java,86,100,selected/2389038.java,70,84,1,0,t,15,15,0.866666666666667,0.866666666666667,0,15,0.966386554621849,0.966386554621849,0.2,
default/109003.java,52,605,default/57607.java,52,605,1,0,t,554,554,1,1,0,554,1,1,1,
default/44026.java,48,719,default/86322.java,48,719,1,0,t,672,672,1,1,0,672,1,1,1,
default/41155.java,331,342,default/57257.java,331,342,1,0,t,12,12,1,1,0,12,1,1,1,
selected/1316903.java,634,644,selected/868705.java,489,498,1,0,t,10,11,0.769230769230769,0.769230769230769,1,10.5,0.818181818181818,0.818181818181818,0.230769230769231,
selected/1092617.java,269,276,selected/1092617.java,616,625,1,0,t,8,10,0.75,0.75,2,9,0.898305084745763,0.898305084745763,0.5,
default/125218.java,369,379,default/39035.java,910,922,1,0,t,11,13,0.636363636363636,0.727272727272727,2,12,0.914285714285714,0.914285714285714,0.272727272727273,
selected/2485283.java,807,817,selected/2485283.java,1323,1333,1,0,t,11,11,0.636363636363636,1,0,11,0.826086956521739,0.826086956521739,1,
selected/1457517.java,108,125,selected/1558827.java,20,31,0,1,f,12,18,0.222222222222222,0.222222222222222,6,15,0.330275229357798,0.330275229357798,0.222222222222222,
default/24071.java,216,229,default/33921.java,216,229,1,0,t,14,14,1,1,0,14,1,1,1,
selected/225359.java,397,412,selected/966121.java,479,494,1,0,t,16,16,0.375,0.875,0,16,0.871345029239766,0.871345029239766,0.875,
selected/2709108.java,534,548,selected/2709108.java,662,676,1,0,t,15,15,0.866666666666667,1,0,15,0.985611510791367,0.985611510791367,1,
default/60220.java,237,247,selected/923962.java,242,252,1,0,t,11,11,1,1,0,11,1,1,1,
selected/952493.java,384,409,selected/965733.java,438,463,1,0,t,26,26,1,1,0,26,1,1,1,
default/123431.java,18,275,default/134632.java,18,275,1,0,t,258,258,1,1,0,258,1,1,1,
selected/2702034.java,10,10,selected/667848.java,10,84,0,1,f,1,75,1,1,74,38,1,1,1,
default/57783.java,6,11,default/65107.java,6,11,1,0,t,6,6,1,1,0,6,1,1,1,
selected/1062029.java,678,679,selected/1062029.java,690,691,3,2,t,2,2,0,0.5,0,2,0.884057971014493,0.884057971014493,0.5,
selected/1105687.java,206,262,selected/2331784.java,342,398,0,1,f,57,57,1,1,0,57,1,1,1,
selected/1765539.java,35,35,selected/2352658.java,35,1554,0,1,f,1,1520,0,0,1519,760.5,0.999522445081184,0.999522445081184,0,
selected/1985012.java,980,996,selected/2024874.java,472,489,0,1,f,17,18,0.235294117647059,0.352941176470588,1,17.5,0.416666666666667,0.416666666666667,0.235294117647059,
selected/1160700.java,10,10,selected/667848.java,10,10,7,16,f,1,1,1,1,0,1,1,1,1,
selected/1869967.java,426,434,selected/2519668.java,342,350,1,0,t,9,9,0.444444444444444,0.777777777777778,0,9,0.6125,0.6125,0.333333333333333,
default/114338.java,4,205,default/126563.java,4,205,1,0,t,202,202,1,1,0,202,1,1,1,
default/109003.java,408,552,default/48666.java,399,543,0,1,f,145,145,0.985714285714286,0.992857142857143,0,145,0.998323554065381,0.998323554065381,0.985714285714286,
default/101144.java,4,205,default/39836.java,4,205,1,0,t,202,202,1,1,0,202,1,1,1,
default/4579.java,24,69,default/84080.java,24,69,1,0,t,46,46,1,1,0,46,1,1,1,
default/120680.java,4,205,default/19891.java,4,205,1,0,t,202,202,1,1,0,202,1,1,1,
selected/1794761.java,57,353,selected/2273325.java,58,354,1,0,t,297,297,0.930875576036866,0.990783410138249,0,297,0.983143012506797,0.983143012506797,0.47926267281106,
selected/1354952.java,15,18,selected/2649317.java,18,21,0,1,f,4,4,0.5,0.5,0,4,0.971014492753623,0.971014492753623,0.5,
default/137225.java,24,69,default/77793.java,24,69,1,0,t,46,46,1,1,0,46,1,1,1,
default/47764.java,24,69,default/87510.java,24,69,1,0,t,46,46,1,1,0,46,1,1,1,
default/125252.java,499,508,selected/2637684.java,834,844,0,1,f,10,11,0.1,0.6,1,10.5,0.544117647058824,0.544117647058824,0.1,
default/125218.java,744,759,default/62853.java,940,952,0,1,f,13,16,0.4375,0.5,3,14.5,0.699386503067485,0.699386503067485,0.4375,
default/96830.java,4,205,default/97910.java,4,205,1,0,t,202,202,1,1,0,202,1,1,1,
default/63225.java,23,64,default/98925.java,23,64,1,0,t,42,42,1,1,0,42,1,1,1,
default/124923.java,1532,1546,default/28532.java,1440,1458,0,1,f,15,19,0.6,0.666666666666667,4,17,0.922480620155039,0.922480620155039,0.6,
default/100859.java,4,205,default/115646.java,4,205,1,0,t,202,202,1,1,0,202,1,1,1,
default/61427.java,31,45,selected/1419886.java,115,127,0,1,f,13,15,0.266666666666667,0.266666666666667,2,14,0.377551020408163,0.377551020408163,0.266666666666667,
default/82554.java,974,988,selected/967937.java,133,142,0,1,f,10,15,0.133333333333333,0.133333333333333,5,12.5,0.342105263157895,0.342105263157895,0.133333333333333,
selected/1119830.java,36,51,selected/1469484.java,78,94,0,1,f,16,17,0.125,0.125,1,16.5,0.403669724770642,0.403669724770642,0.125,
default/67669.java,1041,1055,default/73729.java,1022,1038,0,1,f,15,17,0.6,0.666666666666667,2,16,0.916030534351145,0.916030534351145,0.333333333333333,
selected/174225.java,22,62,selected/2332554.java,202,211,0,1,f,10,41,0.0714285714285714,0.0714285714285714,31,25.5,0.195583596214511,0.195583596214511,0.0476190476190477,
selected/2702034.java,10,10,selected/667848.java,10,10,9,19,f,1,1,1,1,0,1,1,1,1,
selected/127068.java,185,194,selected/127068.java,967,976,1,0,t,10,10,0.833333333333333,0.833333333333333,0,10,0.829787234042553,0.829787234042553,0.333333333333333,
selected/1452215.java,39,58,selected/579830.java,292,306,0,1,f,15,20,0.2,0.2,5,17.5,0.347826086956522,0.347826086956522,0.2,
selected/2379509.java,508,519,selected/2474109.java,533,542,0,1,f,10,12,0.166666666666667,0.25,2,11,0.336538461538462,0.336538461538462,0.166666666666667,
default/11754.java,248,261,default/62853.java,910,922,0,1,f,13,14,0.428571428571429,0.5,1,13.5,0.748201438848921,0.748201438848921,0.214285714285714,
default/79324.java,100,134,selected/1542658.java,265,287,0,1,f,23,35,0.142857142857143,0.142857142857143,12,29,0.299295774647887,0.299295774647887,0.142857142857143,
