srcfile1,startline1,endline1,srcfile2,startline2,endline2,isclone,type1sim,type2sim,type3sim
selected/1332083.java,149,157,selected/2376672.java,150,154,f,0.1111111111,0.1111111111,0.1111111111
default/119807.java,485,490,default/5657.java,269,274,t,0.6666666667,0.6666666667,0.6666666667
default/44208.java,459,472,default/65413.java,461,474,t,1,1,1
selected/1782576.java,585,595,selected/2509245.java,538,548,t,0.9166666667,0.1666666667,0.9166666667
selected/1152155.java,568,596,selected/337748.java,557,584,t,0.935483871,0.8064516129,0.935483871
default/36934.java,253,269,default/60222.java,212,228,t,1,1,1
selected/191876.java,24,33,selected/1961987.java,104,114,t,0.4,0.4,0.8
default/62142.java,159,173,default/98860.java,159,173,t,1,1,1
default/35053.java,394,404,default/820.java,394,404,t,1,1,1
selected/1255106.java,227,233,selected/2339581.java,119,125,t,0.625,0.375,0.875
selected/171598.java,103,107,selected/171598.java,127,131,t,1,1,1
default/32536.java,522,544,default/96339.java,546,568,t,0.88,1,1
selected/1552599.java,123,129,selected/987736.java,131,137,t,0.625,0.375,0.875
selected/1440903.java,215,223,selected/1440903.java,579,587,t,0.4444444444,1,1
selected/1723910.java,74,84,selected/640250.java,72,82,t,0.5454545455,0.4545454545,0.5454545455
default/111788.java,1,63,default/32324.java,1,63,t,1,1,1
selected/682822.java,305,330,selected/952493.java,349,374,t,0,0,0
selected/1797019.java,199,204,selected/389938.java,171,176,t,0.8333333333,0.8333333333,0.8333333333
selected/1596711.java,78,91,selected/2488957.java,67,78,t,0.7142857143,0.4285714286,0.7857142857
selected/1622687.java,70,84,selected/266837.java,194,208,t,0.6470588235,0.7647058824,0.8235294118
selected/1158074.java,99,121,selected/2125396.java,103,125,t,0.9130434783,0.9130434783,0.9130434783
selected/163271.java,1711,1721,selected/1752186.java,428,438,t,0.5454545455,1,1
selected/2501958.java,343,353,selected/939613.java,404,414,t,0.8333333333,0.8333333333,0.8333333333
default/124923.java,1496,1509,default/28532.java,1549,1565,t,0.6428571429,0.3571428571,0.7142857143
selected/1095439.java,350,357,selected/209298.java,930,937,t,1,1,1
selected/1321892.java,595,605,selected/1527985.java,621,631,t,0.8461538462,0.9230769231,0.9230769231
selected/1882777.java,209,221,selected/2467573.java,316,328,t,0.6923076923,1,1
default/73729.java,955,967,default/80510.java,790,801,t,0.5384615385,0.2307692308,0.6153846154
selected/2169483.java,661,668,selected/2169483.java,681,687,t,0.5,0.25,0.625
selected/2133289.java,219,251,selected/2683882.java,221,252,t,0.8235294118,0.3529411765,0.8235294118
selected/2482618.java,20,49,selected/337102.java,20,49,t,0.7096774194,0.9677419355,0.9677419355
selected/284282.java,585,590,selected/753646.java,579,584,t,1,1,1
default/10640.java,73,82,default/59570.java,73,82,t,1,1,1
default/11754.java,1022,1038,default/11754.java,1098,1112,t,0.4705882353,0.2941176471,0.5294117647
default/14709.java,172,194,default/28782.java,175,197,t,1,1,1
default/117081.java,495,501,default/94357.java,488,494,t,1,1,1
selected/1880284.java,501,511,selected/2636968.java,556,566,t,0.6923076923,0.6153846154,0.8461538462
selected/1831338.java,388,412,selected/209477.java,317,340,t,0.8846153846,0.1923076923,0.8846153846
default/107779.java,93,171,default/8952.java,110,197,t,0.9746835443,0.7848101266,0.9746835443
default/90537.java,631,648,default/93531.java,546,568,t,0.85,0.4,0.85
default/11754.java,234,245,default/62853.java,234,245,t,1,1,1
selected/1941056.java,750,756,selected/1941056.java,769,775,t,0.5,1,1
selected/2518261.java,24,30,selected/46460.java,25,32,t,0.875,1,1
selected/1778922.java,1237,1271,selected/2499791.java,1237,1271,t,1,1,1
selected/1326963.java,310,327,selected/966121.java,496,510,t,0.3333333333,0.5555555556,0.7777777778
default/79086.java,648,665,default/86322.java,648,665,t,1,1,1
default/114331.java,619,627,default/79086.java,619,627,t,1,1,1
selected/2537122.java,158,166,selected/2557356.java,164,172,t,0.7,0.8,0.8
default/125218.java,1401,1417,default/80832.java,1006,1019,t,0.4705882353,0.2352941176,0.5294117647
default/118575.java,741,750,selected/377163.java,106,117,t,0.2,0.2,0.3
selected/1105687.java,202,207,selected/1128882.java,90,95,t,0.8571428571,1,1
default/129715.java,548,570,default/14709.java,624,641,t,0.68,0.32,0.68
selected/652351.java,154,170,selected/749840.java,58,74,t,0.5555555556,0.3888888889,0.9444444444
default/2451.java,625,630,default/7389.java,617,622,t,1,1,1
selected/1364233.java,167,259,selected/485031.java,220,312,t,0.9673913043,0.9891304348,0.9891304348
default/124923.java,394,405,default/22303.java,924,937,t,0.6666666667,0.3333333333,0.75
selected/2174273.java,340,350,selected/2675652.java,376,386,t,0.5454545455,1,1
selected/1483221.java,742,758,selected/2348309.java,660,676,t,1,1,1
selected/893287.java,312,320,selected/893287.java,378,386,t,0.7,1,1
default/107631.java,343,351,default/42530.java,343,351,t,1,1,1
default/107779.java,367,378,default/90537.java,511,522,t,1,1,1
selected/1835476.java,66,71,selected/2415495.java,174,179,t,0.8571428571,1,1
selected/396619.java,376,397,selected/569653.java,234,255,t,0.9090909091,0.9545454545,0.9545454545
selected/952493.java,390,413,selected/965733.java,551,574,t,1,1,1
default/62853.java,167,184,default/73729.java,528,543,t,0.3888888889,0.2222222222,0.4444444444
selected/170580.java,10,20,selected/2197661.java,10,20,t,1,1,1
default/50971.java,199,206,default/59194.java,56,63,t,0.5,0.625,0.625
selected/987736.java,99,105,selected/987736.java,139,145,t,0.625,0.375,0.875
default/106446.java,243,252,default/49247.java,243,252,t,1,1,1
selected/1181096.java,69,89,selected/150999.java,32,51,t,0.619047619,0.380952381,0.6666666667
default/10254.java,73,82,default/14833.java,54,62,t,0.6,0.7,0.7
selected/952493.java,308,333,selected/952493.java,481,506,t,1,1,1
selected/1314942.java,254,265,selected/2508249.java,60,71,t,0.5833333333,0.5,0.8333333333
default/33921.java,526,534,default/36934.java,546,554,t,1,1,1
default/11981.java,85,88,default/77349.java,17,20,t,0.25,0.5,0.5
default/103697.java,208,212,default/128921.java,204,208,t,0.2,0,0.2
selected/127068.java,1370,1378,selected/748535.java,521,529,t,0.6363636364,0.4545454545,0.7272727273
default/5657.java,925,937,default/62853.java,940,952,t,0.6153846154,0.6923076923,0.6923076923
default/14709.java,469,478,default/42612.java,474,483,t,1,1,1
default/106506.java,1,588,default/26187.java,1,588,t,1,1,1
selected/1461211.java,388,402,selected/831170.java,275,289,t,0.8666666667,0.2666666667,0.8666666667
selected/1979029.java,44,51,selected/2628969.java,26,33,t,0.375,0.75,0.75
default/132787.java,648,665,default/66305.java,570,590,t,0.85,0.4,0.85
selected/1349545.java,92,106,selected/1349545.java,108,122,t,0.6470588235,0.7647058824,0.8235294118
selected/1161195.java,359,367,selected/1161195.java,679,687,t,0.5,0.8,0.8
default/105999.java,254,285,default/36739.java,254,285,t,1,1,1
default/73352.java,335,349,default/79012.java,335,349,t,1,1,1
default/13378.java,189,193,default/94357.java,189,193,t,1,1,1
default/5621.java,639,646,default/62679.java,678,685,t,1,1,1
selected/1422595.java,715,734,selected/1712367.java,523,542,t,0.6666666667,0.9523809524,0.9523809524
default/2905.java,330,340,default/69241.java,353,363,t,1,1,1
default/100508.java,183,197,default/28903.java,183,197,t,1,1,1
default/35432.java,629,646,default/93531.java,667,685,t,0.9,0.75,0.95
selected/1923478.java,1266,1363,selected/2552304.java,1266,1363,f,1,1,1
default/106446.java,546,568,default/44830.java,570,590,t,0.84,0.68,0.88
selected/2275689.java,1291,1296,selected/2552304.java,1172,1177,t,0.5,0.3333333333,0.5
selected/238734.java,619,635,selected/966121.java,486,502,t,0.375,0.875,0.875
selected/1751955.java,276,297,selected/1751955.java,392,413,t,0.7727272727,0.9545454545,0.9545454545
selected/1139080.java,724,740,selected/2640664.java,659,675,t,0.8235294118,0.7058823529,0.8823529412
default/21681.java,639,646,default/44208.java,561,568,t,0.8888888889,0.8888888889,0.8888888889
default/133431.java,210,218,default/14382.java,26,34,t,0.2727272727,0.8181818182,0.8181818182
default/41265.java,522,544,default/98990.java,546,568,t,0.88,1,1
default/123277.java,59,71,default/44489.java,59,71,t,1,1,1
default/106993.java,64,71,default/40123.java,73,82,t,0.6666666667,0.7777777778,0.7777777778
selected/2387666.java,1563,1575,selected/2387666.java,1575,1594,t,0.4615384615,0.8461538462,0.8461538462
selected/2340381.java,152,168,selected/2664077.java,76,92,t,0.5263157895,0.3157894737,0.7368421053
selected/909513.java,200,207,selected/985113.java,191,198,t,1,1,1
default/15826.java,113,124,selected/2560904.java,96,107,t,1,1,1
selected/1630973.java,59,77,selected/1630973.java,88,106,t,0.5789473684,0.3157894737,0.7368421053
default/127161.java,95,130,default/57143.java,51,81,t,0.8,0.6285714286,0.8571428571
default/34939.java,84,91,default/98860.java,84,91,t,1,1,1
selected/2556197.java,565,577,selected/2556197.java,579,591,t,0.6923076923,0.7692307692,0.7692307692
default/40654.java,297,306,default/65982.java,297,306,t,1,1,1
selected/102850.java,11,35,selected/358730.java,10,34,t,0.9565217391,1,1
selected/1511595.java,713,729,selected/1966020.java,733,749,t,1,1,1
selected/586563.java,49,52,selected/586563.java,97,100,t,0.75,0.75,0.75
selected/2448733.java,12,29,selected/848166.java,17,35,t,0.6111111111,0.2777777778,0.7222222222
default/66305.java,570,590,default/98684.java,667,685,t,0.7391304348,0.347826087,0.7391304348
default/76192.java,629,648,default/97360.java,650,669,t,0.8571428571,1,1
default/48666.java,533,541,default/5224.java,533,541,t,1,1,1
default/7819.java,13,18,default/98546.java,13,18,t,1,1,1
default/39035.java,1542,1547,default/93943.java,1149,1154,t,0.8,0.8,0.8
selected/1458446.java,30,42,selected/654838.java,30,42,t,0.9230769231,0.9230769231,0.9230769231
default/102869.java,655,667,default/80832.java,669,683,t,0.5384615385,0.3076923077,0.6153846154
default/79079.java,184,193,default/92411.java,200,209,t,1,1,1
selected/1726071.java,332,338,selected/237570.java,343,349,t,1,1,1
default/134647.java,243,252,default/90009.java,243,252,t,1,1,1
default/10220.java,183,197,default/87946.java,183,197,t,1,1,1
selected/1132046.java,221,232,selected/846744.java,152,163,t,0.9166666667,0.9166666667,0.9166666667
selected/952493.java,370,417,selected/952493.java,403,450,t,1,1,1
selected/225359.java,397,412,selected/922810.java,361,377,t,0.375,0.625,0.875
default/36322.java,561,568,default/94944.java,639,646,t,0.8888888889,0.8888888889,0.8888888889
selected/1439149.java,1186,1200,selected/2085695.java,1206,1221,t,0.7777777778,0.1666666667,0.8888888889
selected/148767.java,136,140,selected/1967363.java,76,80,t,0.6666666667,0.8333333333,0.8333333333
default/24816.java,31,46,default/74406.java,31,46,t,1,1,1
default/106112.java,1401,1417,default/11754.java,1083,1095,t,0.5294117647,0.2941176471,0.5882352941
default/22218.java,1,80,default/34069.java,2,81,t,1,1,1
default/53104.java,522,544,default/63015.java,524,546,t,1,1,1
default/44063.java,395,399,default/58007.java,381,385,t,1,1,1
selected/2347128.java,363,396,selected/832983.java,334,367,t,1,1,1
default/113632.java,1,8,selected/256068.java,7,14,t,0.5,0.75,0.875
selected/2005543.java,1855,1861,selected/2005543.java,1877,1883,t,1,1,1
default/46676.java,574,584,default/92411.java,590,600,t,0.8181818182,0.8181818182,0.8181818182
selected/2300478.java,60,68,selected/322320.java,81,89,t,0.8888888889,0.8888888889,0.8888888889
default/20292.java,62,71,default/49550.java,71,80,t,0.5454545455,0.8181818182,0.9090909091
selected/1516811.java,284,296,selected/1526748.java,282,294,t,1,1,1
default/2058.java,135,182,default/73101.java,135,182,t,1,1,1
default/106446.java,522,544,default/57585.java,643,660,t,0.68,0.32,0.68
default/13574.java,678,720,default/71672.java,632,673,t,0.6136363636,0.1136363636,0.8409090909
selected/337102.java,239,245,selected/751919.java,178,183,t,0.5714285714,0.5714285714,0.7142857143
selected/1372864.java,634,642,selected/849450.java,521,529,t,0.8181818182,0.9090909091,0.9090909091
selected/2210331.java,75,86,selected/2509420.java,92,103,t,1,1,1
default/118405.java,678,685,default/6320.java,583,590,t,0.8888888889,0.8888888889,0.8888888889
default/40375.java,380,404,default/55109.java,546,570,t,0.8461538462,1,1
selected/1165765.java,192,206,selected/417067.java,89,103,t,0.9333333333,0.9333333333,0.9333333333
default/55710.java,186,192,default/63608.java,186,192,t,1,1,1
default/5593.java,146,154,selected/1814620.java,169,177,t,1,1,1
default/36322.java,648,665,default/53104.java,629,646,t,0.9,1,1
selected/1245213.java,235,244,selected/1506223.java,144,153,t,0.4166666667,0.1666666667,0.5833333333
default/62365.java,570,590,default/93531.java,570,590,t,1,1,1
selected/1242402.java,105,111,selected/148767.java,97,103,t,0.625,1,1
selected/1077531.java,340,346,selected/240286.java,232,238,t,0.8571428571,0.8571428571,0.8571428571
default/13378.java,184,194,default/67537.java,197,207,t,0.8181818182,0.9090909091,0.9090909091
selected/183320.java,289,306,selected/355856.java,293,308,t,0.3333333333,0.5555555556,0.7777777778
default/44026.java,225,231,default/51700.java,225,231,t,1,1,1
default/3389.java,476,485,default/58531.java,474,483,t,1,1,1
selected/1255106.java,146,162,selected/776272.java,106,122,t,0.7368421053,0.8421052632,0.8421052632
selected/1691323.java,48,50,selected/2477536.java,50,52,t,0,0,0
default/35053.java,592,602,default/42106.java,592,602,t,1,1,1
selected/1602940.java,55,57,selected/843078.java,38,40,t,0,0,0.3333333333
default/14709.java,469,478,default/90537.java,476,485,t,1,1,1
default/122249.java,565,571,default/122249.java,753,759,t,0.5714285714,0.5714285714,0.5714285714
selected/1589259.java,1166,1199,selected/2720826.java,1145,1178,t,1,1,1
selected/2498688.java,608,620,selected/2498688.java,635,647,t,0.4285714286,0.8571428571,0.8571428571
default/50971.java,394,404,default/66305.java,493,507,t,0.5833333333,0.1666666667,0.5833333333
selected/2252980.java,65,71,selected/50578.java,153,158,t,0.5714285714,0.4285714286,0.7142857143
selected/1482488.java,51,53,selected/46460.java,87,89,t,0,0,0
default/24546.java,570,590,default/50971.java,648,665,t,0.7391304348,0.347826087,0.7391304348
selected/1802351.java,488,502,selected/753625.java,404,418,t,1,1,1
selected/2296893.java,32,42,selected/237297.java,220,230,t,0.6363636364,1,1
default/110683.java,39,40,selected/1385672.java,61,62,t,0,0.5,1
selected/1330759.java,162,170,selected/1340421.java,106,114,t,0.7,0.9,0.9
selected/1544487.java,116,120,selected/323806.java,148,152,t,0.5,0.25,0.75
selected/136408.java,144,151,selected/441805.java,70,77,t,1,1,1
selected/962312.java,530,548,selected/962312.java,570,588,t,0.5789473684,0.8947368421,0.8947368421
selected/2114915.java,170,192,selected/597736.java,247,269,t,1,1,1
default/36322.java,414,433,default/56216.java,414,433,t,1,1,1
default/39986.java,64,71,default/43483.java,54,62,t,0.5555555556,0.6666666667,0.6666666667
selected/1231489.java,34,44,selected/633121.java,34,44,t,1,1,1
default/102869.java,940,952,default/122249.java,546,557,t,0.6153846154,0.2307692308,0.6923076923
selected/1103041.java,1194,1202,selected/2640664.java,1109,1117,t,1,1,1
selected/1398140.java,537,554,selected/1490133.java,396,411,t,0.3333333333,0.5555555556,0.7777777778
selected/608028.java,25,30,selected/777766.java,25,30,t,0.8571428571,1,1
selected/1908173.java,94,99,selected/88987.java,62,67,t,0.8571428571,1,1
default/124923.java,656,667,default/73729.java,546,557,t,0.6666666667,0.75,0.75
selected/454268.java,468,474,selected/454268.java,470,476,t,0.7142857143,0.7142857143,0.7142857143
default/44026.java,414,433,default/65982.java,414,433,t,1,1,1
selected/1561076.java,1218,1231,selected/2215261.java,1128,1141,t,1,1,1
selected/664451.java,509,528,selected/664451.java,529,538,t,0.375,0.25,0.375
default/129984.java,564,576,default/8528.java,545,557,t,1,1,1
default/67675.java,524,546,default/8952.java,522,544,t,1,1,1
default/39960.java,55,69,default/79128.java,55,69,t,1,1,1
default/109369.java,629,646,default/5621.java,522,544,t,0.85,0.4,0.85
default/44063.java,362,576,default/74245.java,346,560,t,0.9951923077,0.9951923077,0.9951923077
selected/2348309.java,1073,1101,selected/753625.java,1071,1099,t,1,1,1
selected/2165030.java,90,94,selected/816844.java,112,116,t,0.6666666667,0.8333333333,0.8333333333
default/125079.java,696,700,default/71672.java,647,651,t,0.8,0.8,1
selected/1882693.java,1223,1228,selected/927691.java,1142,1147,t,1,1,1
selected/364540.java,270,287,selected/593263.java,270,287,t,1,1,1
default/60402.java,12,15,selected/1274079.java,97,100,t,0.25,0.5,0.5
selected/1723122.java,610,624,selected/1723122.java,664,678,t,0.3846153846,1,1
selected/1458071.java,474,498,selected/895740.java,278,300,t,0.72,0.4,0.88
selected/1823069.java,1,10,selected/681636.java,4,12,t,0.5555555556,0.6666666667,0.7777777778
selected/650511.java,76,83,selected/650511.java,901,908,t,0.75,0.75,0.75
default/16641.java,667,685,default/25053.java,629,646,t,0.8571428571,0.7142857143,0.9047619048
default/116161.java,6,45,default/26006.java,6,45,t,1,1,1
selected/1782576.java,525,544,selected/952606.java,718,737,t,0.9047619048,0.2857142857,0.9047619048
selected/2011835.java,100,116,selected/600464.java,128,144,t,0.7368421053,0.8947368421,0.8947368421
default/111270.java,427,440,default/55062.java,432,445,t,1,1,1
default/69241.java,513,562,default/8539.java,513,562,t,1,1,1
default/119807.java,939,952,default/125218.java,573,587,t,0.4285714286,0.2142857143,0.5
selected/15044.java,1060,1082,selected/93071.java,954,970,t,0.3043478261,0.1304347826,0.347826087
selected/1620464.java,138,149,selected/2597672.java,128,139,t,0.9166666667,1,1
default/126019.java,519,524,default/64797.java,665,670,t,1,1,1
selected/1679816.java,140,148,selected/2119480.java,139,147,t,1,1,1
selected/965733.java,387,410,selected/965733.java,410,433,t,1,1,1
selected/1258403.java,38,47,selected/1258403.java,60,69,t,0.8,0.3,0.9
selected/110490.java,680,706,selected/364540.java,679,703,t,0.8518518519,0.8518518519,0.8518518519
selected/266837.java,152,156,selected/960925.java,62,66,t,0.6666666667,0.8333333333,0.8333333333
default/124923.java,1621,1625,default/124923.java,1697,1701,t,0.8,0.8,0.8
default/13378.java,249,257,default/4537.java,261,269,t,1,1,1
default/5657.java,940,952,default/73729.java,369,379,t,0.5384615385,0.2307692308,0.6153846154
selected/1622687.java,35,37,selected/1764601.java,57,59,t,0,0,0
default/35737.java,291,303,default/47997.java,509,525,t,0.5384615385,0.1538461538,0.6923076923
selected/952493.java,492,513,selected/965733.java,420,441,t,1,1,1
selected/1966020.java,983,994,selected/59218.java,855,865,t,0.9166666667,0.9166666667,0.9166666667
selected/107847.java,666,673,selected/2562186.java,662,669,t,1,1,1
selected/1782576.java,675,685,selected/2180965.java,490,500,t,0.9166666667,0.9166666667,0.9166666667
default/45025.java,293,304,default/74778.java,270,281,t,1,1,1
default/116906.java,440,452,default/42993.java,435,447,t,1,1,1
default/129984.java,581,585,default/14977.java,584,588,t,0.4,0.6,0.6
default/115118.java,570,590,default/124843.java,546,568,t,0.9130434783,0.7391304348,0.9565217391
selected/2165030.java,76,81,selected/2434572.java,108,113,t,0.7142857143,1,1
default/56146.java,64,71,default/63132.java,64,71,t,1,1,1
default/13378.java,488,494,default/58507.java,488,494,t,1,1,1
default/2085.java,126,133,default/67675.java,199,206,t,0.625,0.75,0.75
default/105035.java,115,123,selected/105879.java,162,170,t,1,1,1
default/5251.java,522,544,default/76392.java,648,665,t,0.68,0.32,0.68
selected/2529832.java,109,114,selected/820333.java,21,26,t,1,1,1
selected/2339581.java,159,165,selected/266837.java,97,103,t,0.875,1,1
default/40375.java,244,251,default/5251.java,358,365,t,1,1,1
selected/1296800.java,221,234,selected/1296800.java,465,478,t,0.8571428571,0.9285714286,0.9285714286
selected/1297421.java,275,277,selected/644987.java,28,30,t,0.6666666667,1,1
selected/1710788.java,192,200,selected/1911451.java,445,453,t,0.9090909091,1,1
default/28782.java,493,507,default/70088.java,495,509,t,1,1,1
default/63225.java,1,8,selected/2068823.java,3,9,t,0.375,0.75,0.875
default/119807.java,1083,1095,default/80832.java,1006,1019,t,0.6153846154,0.3846153846,0.6923076923
default/128513.java,141,156,default/9235.java,141,156,t,0.875,0.875,0.875
selected/1383472.java,266,306,selected/1889063.java,74,114,t,0.7804878049,0.2195121951,0.7804878049
selected/2221716.java,70,80,selected/347517.java,70,80,t,1,1,1
default/107779.java,487,504,default/43190.java,667,685,t,0.9,0.75,0.95
default/118344.java,633,646,default/70505.java,635,648,t,1,1,1
default/6937.java,583,590,default/79012.java,561,568,t,1,1,1
selected/1797019.java,240,246,selected/667552.java,56,62,t,0.2857142857,0.4285714286,0.4285714286
selected/1105687.java,68,70,selected/2011637.java,42,44,t,0,0,0
selected/1498872.java,325,330,selected/2524570.java,340,345,t,1,1,1
selected/1075996.java,116,130,selected/2331784.java,258,272,t,0.5882352941,0.2352941176,0.8235294118
default/35432.java,297,306,default/90009.java,260,270,t,0.8,0.8,0.9
default/125218.java,355,366,default/73729.java,492,504,t,0.5833333333,0.6666666667,0.6666666667
selected/1026097.java,80,90,selected/698580.java,407,416,t,0.25,0.25,0.25
selected/452587.java,41,72,selected/453369.java,38,69,t,1,1,1
selected/1235891.java,112,120,selected/1235891.java,152,160,t,0.7777777778,0,0.7777777778
default/119807.java,1371,1378,default/93943.java,1380,1387,t,0.625,0.75,0.75
default/2058.java,293,304,default/46816.java,293,304,t,1,1,1
default/26700.java,183,197,default/37180.java,183,197,t,1,1,1
selected/1931851.java,1011,1035,selected/420209.java,1002,1026,t,0.8181818182,0.9090909091,0.9090909091
default/53513.java,307,318,default/53513.java,355,366,t,0.9166666667,1,1
default/114331.java,459,472,default/36322.java,459,472,t,1,1,1
default/8952.java,570,590,default/93531.java,522,544,t,0.9130434783,0.7391304348,0.9565217391
default/119524.java,522,540,default/9693.java,513,531,t,1,1,1
selected/2202740.java,305,313,selected/922810.java,351,359,t,0.4444444444,0.8888888889,0.8888888889
default/34119.java,1034,1051,default/63589.java,1034,1051,t,1,1,1
default/134647.java,629,646,default/76756.java,648,665,t,0.9,1,1
default/555.java,184,198,default/73101.java,184,198,t,1,1,1
selected/2165030.java,83,89,selected/626735.java,145,151,t,0.625,0.375,0.875
selected/1030949.java,648,651,selected/2727594.java,628,631,t,0.8333333333,0.8333333333,0.8333333333
default/23409.java,546,568,default/90330.java,506,523,t,0.68,0.32,0.68
default/16883.java,591,988,selected/59218.java,470,865,t,0.9924242424,0.9545454545,0.9924242424
default/44063.java,216,230,default/94357.java,200,214,t,1,1,1
default/35432.java,561,568,default/97360.java,585,592,t,1,1,1
selected/526365.java,674,679,selected/687849.java,651,656,t,1,1,1
selected/2118889.java,16,24,selected/2448986.java,17,25,t,1,1,1
selected/2270574.java,311,326,selected/383949.java,311,326,t,1,1,1
selected/2556961.java,122,127,selected/350567.java,84,89,t,0.8571428571,1,1
default/11754.java,1034,1039,default/125218.java,1034,1039,t,1,1,1
selected/459626.java,206,217,selected/847160.java,217,228,t,0.5833333333,0.5,0.9166666667
default/37022.java,1041,1159,default/86898.java,1046,1164,t,0.9159663866,0.9159663866,0.9159663866
selected/687040.java,201,207,selected/848052.java,482,486,t,0.5714285714,0.5714285714,0.5714285714
selected/2365821.java,1208,1217,selected/588446.java,1209,1218,t,1,1,1
default/131729.java,48,62,default/98925.java,48,62,t,1,1,1
selected/17290.java,247,283,selected/2263289.java,244,280,t,1,1,1
selected/1117286.java,40,48,selected/1845466.java,42,50,t,0.8888888889,0.8888888889,0.8888888889
selected/2219254.java,142,152,selected/2239709.java,122,132,t,0.8333333333,0.25,0.8333333333
default/122249.java,656,667,default/93943.java,133,146,t,0.5,0.25,0.5833333333
selected/1158085.java,133,206,selected/430495.java,431,504,t,0.7076923077,0.8461538462,0.8461538462
selected/1044179.java,112,118,selected/509771.java,134,140,t,0.625,0.25,0.75
default/107145.java,32,54,selected/2205768.java,129,151,t,0.76,0.36,0.76
default/124923.java,264,274,default/59932.java,656,667,t,0.6363636364,0.2727272727,0.7272727273
selected/2530759.java,767,790,selected/608664.java,754,777,t,1,1,1
selected/526365.java,1004,1013,selected/748535.java,490,499,t,0.5833333333,0.4166666667,0.8333333333
default/103538.java,573,587,default/92411.java,589,603,t,1,1,1
selected/1255429.java,605,610,selected/2607937.java,742,747,t,0.6666666667,1,1
selected/1009137.java,146,162,selected/46460.java,193,209,t,0.7368421053,0.8421052632,0.8421052632
default/101874.java,53,166,default/131683.java,53,166,t,0.9579831933,0.9579831933,0.9579831933
selected/142817.java,55,67,selected/1867825.java,51,63,t,0.9230769231,0.8461538462,0.9230769231
default/39035.java,1090,1096,default/59932.java,1524,1530,t,0.8333333333,0.8333333333,0.8333333333
selected/1011915.java,115,120,selected/615198.java,132,137,t,0.8333333333,1,1
default/820.java,147,157,default/86184.java,159,169,t,0.8181818182,0.9090909091,0.9090909091
selected/1316903.java,364,374,selected/361180.java,453,463,t,0.5384615385,0.3846153846,0.5384615385
selected/386210.java,48,65,selected/743040.java,968,985,t,0.6666666667,0.2222222222,0.7222222222
selected/1174860.java,48,66,selected/2283841.java,55,73,t,0.7894736842,0.9473684211,0.9473684211
selected/2308223.java,627,636,selected/748535.java,807,816,t,0.5833333333,0.3333333333,0.8333333333
selected/1512092.java,106,120,selected/2310961.java,78,92,t,0.7058823529,0.2352941176,0.8235294118
selected/1290402.java,78,86,selected/266837.java,88,96,t,0.7,0.8,0.8
default/134647.java,297,718,default/50971.java,297,718,t,1,1,1
default/102869.java,776,787,default/67669.java,925,937,t,0.75,0.5,0.8333333333
selected/561156.java,194,201,selected/561156.java,246,253,t,0.75,0.75,0.75
default/21403.java,43,52,default/45353.java,43,52,t,1,1,1
default/44208.java,308,322,default/90537.java,308,322,t,1,1,1
selected/2140231.java,50,71,selected/349715.java,44,65,t,1,1,1
selected/1623144.java,86,117,selected/1623144.java,131,166,t,0.6666666667,0.2727272727,0.696969697
default/68311.java,551,560,default/7841.java,551,560,t,1,1,1
selected/147208.java,170,178,selected/1548456.java,68,76,t,0.7,0.8,0.8
default/28532.java,940,952,default/80832.java,762,773,t,0.6153846154,0.3846153846,0.6923076923
default/35532.java,28,31,default/94873.java,64,67,t,0.25,0.5,0.5
selected/2557356.java,190,195,selected/350567.java,92,97,t,0.8571428571,1,1
selected/2578565.java,184,192,selected/2578565.java,390,398,t,0.7777777778,0.8888888889,0.8888888889
default/107779.java,311,323,default/132787.java,440,452,t,1,1,1
selected/1145637.java,559,576,selected/1145637.java,1100,1117,t,0.3076923077,0.6923076923,0.6923076923
selected/1427256.java,182,206,selected/453804.java,213,237,t,0.9230769231,0.2692307692,0.9230769231
selected/1578910.java,203,212,selected/526365.java,779,789,t,0.8333333333,0.25,0.8333333333
selected/600464.java,36,38,selected/987736.java,56,58,t,0,0,0
default/103325.java,101,132,selected/1898649.java,105,136,t,1,1,1
default/22931.java,358,365,default/76756.java,358,365,t,1,1,1
selected/2215261.java,858,910,selected/2626904.java,822,874,t,0.8285714286,0.4857142857,0.9714285714
selected/2339581.java,175,181,selected/2518261.java,181,187,t,0.625,1,1
selected/1372864.java,618,628,selected/2636968.java,616,626,t,0.7692307692,0.9230769231,0.9230769231
selected/1859240.java,71,78,selected/809332.java,66,73,t,0.875,1,1
selected/180646.java,185,191,selected/2008325.java,265,271,t,1,1,1
selected/2579975.java,59,63,selected/536828.java,34,38,t,0,0,0
selected/1171727.java,7,19,selected/2157407.java,7,21,f,0,0,0.1111111111
selected/1139080.java,160,160,selected/244622.java,160,160,t,1,1,1
selected/102108.java,187,237,selected/2611603.java,371,421,f,0,0,0
selected/1977800.java,106,111,selected/2219254.java,218,223,t,0.7142857143,0.2857142857,0.8571428571
selected/694870.java,17,23,selected/901468.java,44,50,t,1,1,1
selected/2225241.java,293,341,selected/2578615.java,250,288,t,1,1,1
default/86322.java,308,322,default/98990.java,308,322,t,1,1,1
selected/743040.java,461,476,selected/743040.java,478,493,t,0.875,1,1
selected/1345192.java,202,209,selected/601404.java,574,583,f,0.5,0.5,0.875
selected/2505190.java,450,455,selected/693151.java,30,36,f,0.3333333333,0.6666666667,0.8333333333
